imewmbkqih_ 27_ 3_ Alpine Tundra_ 1_ 932
jxtnieyvlc_ 59_ 4_ Dunes_ 1_ 907
oqbpizqggk_ 19_ 1_ Forest_ 0_ 908
pqpgiyucgl_ 14_ 1_ Canyon_ 1_ 848
ucvtesfqbi_ 5_ 2_ Dunes_ 1_ 492
tohmpjfpuo_ 55_ 4_ Marsh_ 0_ 8
oxddwvsmka_ 33_ 1_ Valley_ 0_ 810
nzromilorz_ 55_ 1_ Alpine Tundra_ 1_ 374
btyahofvmk_ 33_ 2_ Forest_ 1_ 517
ystiyauksp_ 48_ 1_ Desert_ 1_ 86
sejvxnwbgi_ 13_ 1_ Marsh_ 0_ 496
kyomabcggj_ 32_ 2_ Plateau_ 1_ 710
ohlbywxdxt_ 38_ 1_ Mountainous_ 1_ 144
owhxgsmvky_ 45_ 3_ Mountainous_ 0_ 20
hxiqdqtlom_ 24_ 4_ Desert_ 0_ 988
pcxtpoajrv_ 11_ 2_ Mountainous_ 0_ 264
wbwboredwi_ 4_ 3_ Hill_ 1_ 732
whwkcesziq_ 2_ 3_ Marsh_ 1_ 169
dmxwktphmw_ 16_ 2_ Alpine Tundra_ 1_ 924
eltgxtlgdv_ 15_ 1_ Valley_ 0_ 224
kugthhgwpg_ 18_ 2_ Desert_ 0_ 839
maveakoxgq_ 19_ 2_ Canyon_ 1_ 480
wywfhjalik_ 1_ 2_ Plateau_ 1_ 491
ysuqjrnotd_ 47_ 1_ Canyon_ 1_ 101
jtiixfsosh_ 56_ 2_ Plateau_ 0_ 124
qbvfrdsvgm_ 32_ 3_ Marsh_ 0_ 700
lvplfedcsi_ 34_ 4_ Dunes_ 0_ 759
qsscbaqzez_ 5_ 1_ Mountainous_ 1_ 769
xzavympjkk_ 46_ 4_ Canyon_ 1_ 704
wshdrhrahm_ 19_ 4_ Canyon_ 1_ 953
jiaqajlzfl_ 54_ 3_ Mountainous_ 1_ 233
nfwlapgnzh_ 22_ 3_ Mountainous_ 1_ 905
zqmvqcpgcp_ 25_ 3_ Desert_ 0_ 954
xrvvuhfjgs_ 37_ 2_ Alpine Tundra_ 0_ 611
dtwhblbypw_ 5_ 2_ Canyon_ 1_ 290
dpzxxhkyki_ 41_ 1_ Alpine Tundra_ 0_ 588
kubyeiflso_ 8_ 4_ Valley_ 1_ 186
irunvtvzik_ 45_ 3_ Forest_ 0_ 323
rzvbnxcxdj_ 53_ 1_ Alpine Tundra_ 0_ 848
kuvwqliujf_ 24_ 3_ Hill_ 0_ 680
whqquxbtgx_ 16_ 3_ Alpine Tundra_ 0_ 363
gepmowtvbi_ 32_ 1_ Marsh_ 1_ 183
bgikwstpfr_ 54_ 3_ Dunes_ 1_ 412
fgmjxjcsus_ 25_ 4_ Valley_ 1_ 900
aevwbftyfw_ 58_ 3_ Desert_ 1_ 879
fhwugqmdpf_ 52_ 4_ Hill_ 1_ 626
hkpbdpdjdn_ 52_ 3_ Dunes_ 1_ 523
hyxxfkpszq_ 24_ 1_ Plateau_ 1_ 606
elyxnkxvtb_ 50_ 3_ Dunes_ 0_ 967
nnqzezyztz_ 30_ 4_ Forest_ 1_ 34
ybetmrzvlc_ 29_ 3_ Hill_ 1_ 870
bxczfwromh_ 14_ 1_ Dunes_ 1_ 586
nkvhjuxehh_ 43_ 3_ Mountainous_ 1_ 935
mhvwmqmvbg_ 45_ 4_ Forest_ 0_ 385
fuibavgejs_ 38_ 4_ Canyon_ 1_ 611
pjjylktzlr_ 13_ 2_ Canyon_ 1_ 225
zvxjbfjrhn_ 59_ 4_ Dunes_ 1_ 781
lqqkrhuytb_ 55_ 3_ Marsh_ 1_ 950
kxbjkuxkdu_ 6_ 3_ Alpine Tundra_ 1_ 280
djeuywhstj_ 58_ 3_ Hill_ 1_ 670
drfgcfucam_ 12_ 2_ Hill_ 1_ 875
scvdldoqcq_ 57_ 4_ Desert_ 1_ 484
rcfjrbzcjr_ 3_ 1_ Mountainous_ 1_ 996
qwnwobydlz_ 31_ 2_ Alpine Tundra_ 0_ 355
aaibfvwvhj_ 56_ 2_ Valley_ 0_ 344
tnwwwgfujb_ 45_ 3_ Hill_ 0_ 769
lizqaddzre_ 31_ 4_ Valley_ 1_ 888
ykjyyelahx_ 31_ 4_ Canyon_ 1_ 541
dspxzdhjbv_ 41_ 4_ Alpine Tundra_ 1_ 330
oxnslgkvmx_ 59_ 1_ Canyon_ 1_ 694
qsphyqatqe_ 42_ 1_ Valley_ 1_ 597
surrbprcrz_ 24_ 1_ Mountainous_ 1_ 828
fjngvdrzkt_ 53_ 1_ Desert_ 1_ 826
gbyzdtjgpm_ 6_ 1_ Valley_ 1_ 615
aenvsbtrmd_ 40_ 4_ Desert_ 0_ 90
xczqpsfsep_ 45_ 1_ Forest_ 0_ 608
hopztbzmsv_ 19_ 3_ Forest_ 1_ 891
iutgbubitu_ 39_ 4_ Plateau_ 1_ 439
ykcpurvpia_ 24_ 4_ Plateau_ 0_ 542
ncnztrprhs_ 18_ 1_ Desert_ 0_ 214
deojamridu_ 57_ 3_ Canyon_ 1_ 696
jsmhcqxtqu_ 1_ 4_ Valley_ 0_ 712
xqscphcmku_ 46_ 2_ Plateau_ 1_ 966
okytyqnxfs_ 3_ 4_ Forest_ 1_ 104
gbvnepeyye_ 15_ 4_ Hill_ 1_ 976
sbqybcnfmm_ 6_ 3_ Marsh_ 1_ 559
bizpvpjyhk_ 42_ 3_ Hill_ 1_ 216
tszkfexblu_ 37_ 1_ Valley_ 1_ 998
juhdxrbivi_ 47_ 2_ Desert_ 1_ 167
pwfcexoocx_ 20_ 2_ Desert_ 0_ 998
vzpvfozfnl_ 59_ 4_ Forest_ 0_ 636
rfhuhkzbjm_ 32_ 1_ Mountainous_ 1_ 942
pbmbhedsmv_ 24_ 4_ Plateau_ 0_ 485
fyarvkztmi_ 54_ 1_ Plateau_ 0_ 686
acibhtenbg_ 20_ 4_ Plateau_ 0_ 420
uwmojcyawq_ 4_ 4_ Hill_ 1_ 127
lphysywida_ 15_ 1_ Mountainous_ 0_ 438
prxipreahe_ 57_ 2_ Forest_ 0_ 87
qovxibmoch_ 51_ 4_ Marsh_ 0_ 819
mtkdfmzkim_ 27_ 2_ Dunes_ 1_ 927
veghlnirjk_ 20_ 3_ Plateau_ 1_ 355
tefdwzfswd_ 10_ 1_ Hill_ 1_ 502
ymqblugmle_ 5_ 2_ Canyon_ 1_ 882
cudtiehslv_ 8_ 1_ Valley_ 1_ 94
eozblbgdqd_ 47_ 2_ Alpine Tundra_ 0_ 167
xgjshmsrlq_ 31_ 3_ Forest_ 1_ 842
vpoyghmnzt_ 18_ 1_ Hill_ 1_ 909
qsrgsnyikl_ 61_ 4_ Marsh_ 0_ 661
lyxsiuknvr_ 42_ 2_ Dunes_ 0_ 769
iicdpuajtv_ 1_ 4_ Dunes_ 0_ 783
lrfxtsbxzw_ 10_ 2_ Mountainous_ 1_ 753
shhpeqlxcv_ 30_ 3_ Desert_ 1_ 351
csoftoxfru_ 37_ 4_ Alpine Tundra_ 1_ 106
dxrjcksbwv_ 9_ 1_ Forest_ 1_ 633
cvtyohmlmw_ 10_ 4_ Canyon_ 1_ 10
jzxdbqcfrp_ 39_ 2_ Desert_ 0_ 806
raerlfyzdd_ 58_ 4_ Plateau_ 0_ 947
ufxisflnqn_ 22_ 2_ Marsh_ 1_ 423
gpimrajfrq_ 29_ 3_ Desert_ 0_ 572
qjcvzbztgq_ 9_ 2_ Alpine Tundra_ 1_ 690
znfmqkjveg_ 30_ 3_ Forest_ 0_ 194
jtzvtibruh_ 49_ 4_ Desert_ 1_ 194
ersjtjvaub_ 54_ 4_ Desert_ 0_ 641
wtahtolcme_ 54_ 4_ Mountainous_ 0_ 157
ersifsiszz_ 11_ 3_ Mountainous_ 1_ 377
whvtoorrrr_ 60_ 3_ Desert_ 1_ 759
jcvapupqlj_ 51_ 1_ Canyon_ 1_ 471
gjnxpvxlbr_ 49_ 4_ Dunes_ 0_ 778
tncekgdilb_ 3_ 3_ Alpine Tundra_ 0_ 226
injileydah_ 1_ 4_ Forest_ 1_ 465
gztgkhsjzl_ 38_ 1_ Dunes_ 1_ 241
lzvfvlxijc_ 46_ 4_ Plateau_ 0_ 794
wdtwzjufky_ 22_ 1_ Marsh_ 0_ 349
jnpjlsbkln_ 58_ 4_ Marsh_ 0_ 712
qhpuysmsem_ 25_ 2_ Alpine Tundra_ 1_ 974
fnombexmel_ 32_ 4_ Plateau_ 0_ 149
ciiaipexzw_ 13_ 2_ Plateau_ 1_ 701
wtkpdpymrw_ 3_ 3_ Mountainous_ 1_ 152
xsgyfveurl_ 18_ 3_ Desert_ 0_ 466
csxrbnfyoz_ 57_ 1_ Valley_ 1_ 16
xktcwjsigv_ 19_ 4_ Plateau_ 1_ 376
nbhmtjlwqw_ 12_ 1_ Mountainous_ 1_ 387
uotaxdgugo_ 55_ 4_ Hill_ 1_ 476
mkjjcevnbp_ 4_ 1_ Desert_ 0_ 942
lgquayhnwd_ 44_ 2_ Canyon_ 1_ 524
fdsxmnfchh_ 48_ 3_ Forest_ 0_ 876
vhwsppfmtk_ 47_ 4_ Desert_ 1_ 142
iwolgjaojg_ 34_ 4_ Plateau_ 0_ 731
adzobhfche_ 54_ 1_ Hill_ 1_ 849
dgeurgywol_ 36_ 4_ Valley_ 0_ 298
wptyyibstz_ 48_ 3_ Canyon_ 1_ 106
hjohdsezvg_ 8_ 2_ Mountainous_ 0_ 245
ykzonayrtw_ 24_ 2_ Plateau_ 0_ 23
udjzpevyku_ 33_ 2_ Dunes_ 1_ 357
zwmnmpkloi_ 19_ 1_ Alpine Tundra_ 0_ 148
uoslmbupvu_ 35_ 3_ Dunes_ 0_ 617
eklieikwdy_ 7_ 1_ Desert_ 0_ 19
wwhccowsdn_ 45_ 1_ Desert_ 0_ 853
iwouzardyf_ 2_ 3_ Dunes_ 0_ 161
ukmtwmqckf_ 30_ 3_ Mountainous_ 1_ 477
ajhwmtvkpx_ 26_ 3_ Desert_ 0_ 575
tvezwuqdwn_ 1_ 3_ Valley_ 0_ 283
vrjgxfaahz_ 18_ 2_ Plateau_ 1_ 110
eqhxwjvywc_ 34_ 1_ Forest_ 1_ 309
dxmeibslxa_ 15_ 3_ Canyon_ 1_ 260
vymvnvbpuk_ 10_ 2_ Desert_ 1_ 827
vavvuphxlw_ 17_ 4_ Dunes_ 1_ 877
mgnwejzjfm_ 9_ 4_ Hill_ 1_ 82
cyeupgynkh_ 34_ 4_ Dunes_ 1_ 66
iqpiccjgxi_ 14_ 3_ Hill_ 0_ 308
kpvaekekxy_ 1_ 3_ Marsh_ 0_ 387
ktgwmteqvl_ 12_ 2_ Alpine Tundra_ 0_ 991
xfbqmcgger_ 2_ 2_ Canyon_ 0_ 706
gvlqxlavpy_ 1_ 2_ Dunes_ 1_ 380
mhdabitbzi_ 10_ 1_ Dunes_ 0_ 840
ilaaqgscnz_ 10_ 3_ Desert_ 0_ 232
acmmeraxod_ 54_ 3_ Marsh_ 0_ 498
iuhreoqkwf_ 39_ 1_ Forest_ 0_ 717
mcxbmrlgev_ 19_ 3_ Forest_ 0_ 862
honnsckjrw_ 5_ 2_ Canyon_ 1_ 257
zvfwmhgxvg_ 2_ 4_ Forest_ 0_ 167
brfguoyaon_ 52_ 2_ Marsh_ 1_ 892
msvcxnltce_ 7_ 4_ Dunes_ 1_ 461
kwhegyvdrc_ 11_ 1_ Plateau_ 0_ 626
eybzeawjtn_ 55_ 4_ Desert_ 0_ 151
dpquzcdvyg_ 47_ 4_ Plateau_ 0_ 283
egpxadyzbf_ 23_ 4_ Alpine Tundra_ 1_ 230
thwocnhyzx_ 29_ 1_ Forest_ 1_ 224
zljmyyzqvz_ 5_ 3_ Desert_ 1_ 43
sjzdanihxl_ 24_ 4_ Mountainous_ 1_ 595
kmvasjlveo_ 4_ 4_ Marsh_ 0_ 653
pmpvaslopw_ 1_ 1_ Dunes_ 1_ 50
qyppugltfx_ 17_ 2_ Dunes_ 0_ 965
dzdjssykfa_ 52_ 2_ Plateau_ 0_ 103
amqwnewhmf_ 17_ 2_ Dunes_ 1_ 404
egisldyoff_ 30_ 3_ Plateau_ 0_ 930
oqtoebdtfm_ 54_ 2_ Forest_ 0_ 572
miyvsgahtq_ 29_ 3_ Alpine Tundra_ 0_ 410
ufapwebrpa_ 52_ 2_ Canyon_ 0_ 647
edajyaftpr_ 15_ 3_ Alpine Tundra_ 1_ 21
jhjyrktacf_ 54_ 1_ Plateau_ 0_ 922
refljzwcnn_ 23_ 1_ Marsh_ 0_ 986
glswaulrlh_ 54_ 4_ Plateau_ 0_ 700
oyqbdprkyg_ 18_ 3_ Dunes_ 0_ 618
easyilefor_ 6_ 2_ Plateau_ 1_ 60
lgecrowaqz_ 43_ 1_ Canyon_ 0_ 631
bnlifjlhgd_ 41_ 4_ Canyon_ 1_ 177
puztsmilkk_ 51_ 1_ Forest_ 1_ 966
ckbtkrfbma_ 39_ 2_ Mountainous_ 0_ 825
jtdgezlyzw_ 29_ 1_ Canyon_ 0_ 314
odjfxxsnsa_ 47_ 1_ Marsh_ 1_ 481
jeeexazydx_ 5_ 2_ Alpine Tundra_ 0_ 225
bxniaudnjp_ 51_ 1_ Mountainous_ 1_ 438
yquioapemw_ 10_ 3_ Canyon_ 0_ 541
gswmaxsnkl_ 55_ 1_ Marsh_ 0_ 564
ccbslyioli_ 22_ 1_ Plateau_ 0_ 374
fltvwjzntr_ 23_ 1_ Valley_ 1_ 680
yobhaoxfxi_ 1_ 1_ Canyon_ 0_ 76
yrkbtpgyul_ 10_ 1_ Plateau_ 1_ 476
fexuzsfrsv_ 52_ 1_ Alpine Tundra_ 0_ 929
ajsxpjspda_ 17_ 4_ Hill_ 0_ 167
rvraifious_ 44_ 1_ Plateau_ 1_ 351
xedznbekta_ 3_ 4_ Hill_ 1_ 814
xlijwdaaty_ 11_ 3_ Desert_ 0_ 410
wjlexkjnpz_ 30_ 4_ Marsh_ 1_ 328
lcoquykbxb_ 56_ 4_ Mountainous_ 0_ 609
uddagvvkge_ 37_ 4_ Plateau_ 0_ 52
pwvpofyaqc_ 54_ 4_ Desert_ 0_ 294
xjmmgtethi_ 50_ 1_ Valley_ 1_ 153
rdoyjzglai_ 12_ 2_ Forest_ 0_ 158
bntrvzrtuo_ 47_ 1_ Forest_ 1_ 236
gmjhxfyyog_ 55_ 1_ Forest_ 0_ 604
xmmtguvpcl_ 30_ 4_ Hill_ 1_ 514
yoivcxtxrh_ 44_ 2_ Plateau_ 1_ 972
qihonvrxid_ 7_ 3_ Valley_ 1_ 274
lrsotirgay_ 4_ 4_ Plateau_ 1_ 442
nreqgzjffv_ 41_ 3_ Forest_ 1_ 673
ubpzlmhpwd_ 8_ 3_ Alpine Tundra_ 0_ 952
vmvxsmptmo_ 23_ 1_ Mountainous_ 0_ 128
wruphlyrhq_ 16_ 2_ Plateau_ 1_ 392
mufzasdaml_ 12_ 1_ Marsh_ 1_ 727
riijqayete_ 14_ 4_ Marsh_ 1_ 894
fdsgrtbmqf_ 22_ 4_ Dunes_ 0_ 130
psrexgvsdp_ 9_ 3_ Desert_ 0_ 706
zfympttrdh_ 54_ 2_ Marsh_ 0_ 138
bmyqixmzhb_ 11_ 1_ Valley_ 1_ 550
gatuzhmfny_ 36_ 4_ Alpine Tundra_ 1_ 314
pqnswqbmhv_ 45_ 3_ Plateau_ 0_ 967
tqohosqmsd_ 29_ 1_ Dunes_ 1_ 651
agqqkpqxcj_ 23_ 4_ Canyon_ 0_ 854
uaolhvxrqq_ 5_ 1_ Valley_ 0_ 825
spiqlxeyvq_ 50_ 4_ Plateau_ 1_ 530
ieesyvwskt_ 54_ 2_ Forest_ 1_ 220
yvoxbnzxxz_ 54_ 3_ Dunes_ 0_ 127
lvuxflxbov_ 31_ 2_ Dunes_ 1_ 30
ylbgzbazcy_ 48_ 3_ Marsh_ 1_ 747
mzsbcfozhz_ 59_ 1_ Canyon_ 0_ 973
xvisaxrhdf_ 26_ 2_ Canyon_ 1_ 490
uegqbmoqrn_ 47_ 2_ Valley_ 0_ 605
amppxchfer_ 41_ 4_ Dunes_ 1_ 12
jywdzkibug_ 9_ 4_ Valley_ 1_ 860
gurrgmaddq_ 27_ 3_ Marsh_ 0_ 4
qklkquvirr_ 46_ 4_ Marsh_ 0_ 133
bexfljfkwq_ 57_ 4_ Forest_ 1_ 367
kxbzgvraxo_ 20_ 3_ Alpine Tundra_ 1_ 9
htolwxcqqy_ 43_ 1_ Forest_ 1_ 145
iuxbuvtsws_ 47_ 1_ Forest_ 1_ 124
rdmucaiaxd_ 32_ 3_ Mountainous_ 1_ 753
ucadsgizff_ 56_ 3_ Dunes_ 1_ 33
ksszqsmzin_ 23_ 1_ Mountainous_ 1_ 929
lmupksmatm_ 1_ 3_ Forest_ 1_ 216
iqwbvmebik_ 45_ 3_ Forest_ 0_ 224
uqnyujdvbi_ 31_ 2_ Forest_ 1_ 574
fvrspmyhit_ 14_ 4_ Canyon_ 0_ 686
ebnbqdmflh_ 33_ 3_ Plateau_ 1_ 504
ucfmmjdopb_ 38_ 4_ Alpine Tundra_ 1_ 776
ghgodvkhip_ 37_ 4_ Mountainous_ 1_ 642
skmvexvpgf_ 40_ 4_ Dunes_ 0_ 624
hbazohsovp_ 1_ 1_ Desert_ 0_ 349
tmfrhyxeki_ 10_ 2_ Forest_ 0_ 790
ibzzjuhzfy_ 45_ 3_ Dunes_ 0_ 529
becygbtlby_ 44_ 1_ Hill_ 1_ 869
dubjpshdhb_ 43_ 3_ Canyon_ 1_ 57
glwebbyhxk_ 16_ 4_ Hill_ 1_ 535
nenrcrxfcv_ 30_ 4_ Mountainous_ 1_ 798
fukzlawxcx_ 55_ 4_ Valley_ 0_ 273
bjiwpmchrn_ 39_ 1_ Forest_ 1_ 277
qzewmpszlc_ 27_ 3_ Forest_ 1_ 644
wndsdlhqla_ 49_ 1_ Marsh_ 0_ 298
evghcdvytx_ 45_ 3_ Desert_ 1_ 860
wgsjalhyer_ 3_ 2_ Hill_ 0_ 8
qgcnpignbz_ 53_ 3_ Marsh_ 0_ 462
hrqftsewnx_ 58_ 4_ Canyon_ 1_ 277
xvomvskryb_ 61_ 3_ Dunes_ 0_ 472
nmpoirgdzi_ 5_ 4_ Alpine Tundra_ 0_ 7
gnmgwyqwbe_ 27_ 3_ Desert_ 0_ 635
kulpnhdusy_ 56_ 4_ Alpine Tundra_ 1_ 944
feleyvynuy_ 24_ 2_ Alpine Tundra_ 0_ 837
gzgwzqdsik_ 38_ 4_ Alpine Tundra_ 1_ 23
bgewotjzwx_ 40_ 2_ Canyon_ 0_ 2
hadtrlbxqy_ 23_ 4_ Alpine Tundra_ 0_ 272
inlbrzthyo_ 48_ 4_ Mountainous_ 1_ 46
svyztanrwq_ 19_ 3_ Marsh_ 1_ 317
wumhnirbfr_ 6_ 1_ Desert_ 0_ 734
witqwiuljs_ 7_ 3_ Desert_ 1_ 681
tvzrvsrpte_ 16_ 2_ Mountainous_ 1_ 91
accajgogrz_ 40_ 4_ Plateau_ 1_ 516
zbjazgalau_ 3_ 4_ Hill_ 0_ 128
fqxlhezivt_ 55_ 3_ Hill_ 1_ 846
upctusavpu_ 54_ 3_ Forest_ 0_ 791
lvsdjbcuzk_ 46_ 3_ Mountainous_ 1_ 364
bajwrecblr_ 4_ 4_ Alpine Tundra_ 1_ 740
cmypogavav_ 22_ 2_ Desert_ 1_ 789
jujwcljtcr_ 60_ 4_ Hill_ 1_ 631
wjxzfaqgnj_ 46_ 1_ Mountainous_ 0_ 117
eiqkhwbbfj_ 53_ 2_ Hill_ 0_ 400
xyqcpfhnaa_ 34_ 1_ Canyon_ 1_ 138
tzdunpkmrr_ 4_ 3_ Marsh_ 0_ 337
vswjnemsot_ 4_ 2_ Dunes_ 0_ 969
uvopprguwd_ 1_ 2_ Canyon_ 1_ 768
iacfflxvdv_ 61_ 1_ Alpine Tundra_ 1_ 97
kxmermiswe_ 24_ 2_ Hill_ 0_ 200
fumbuynfhc_ 13_ 3_ Desert_ 1_ 979
xyhhpukscu_ 24_ 2_ Canyon_ 1_ 163
gtijyontno_ 10_ 3_ Forest_ 0_ 29
nhpyxsgcic_ 19_ 2_ Desert_ 0_ 891
fatklyqzwf_ 2_ 2_ Desert_ 1_ 714
msxndjdcol_ 3_ 4_ Desert_ 1_ 492
ieutbvwyfl_ 5_ 4_ Marsh_ 0_ 412
tmwdefuzin_ 8_ 4_ Mountainous_ 0_ 560
yzdtuxseaf_ 15_ 3_ Hill_ 1_ 730
sqwmqxystb_ 11_ 3_ Alpine Tundra_ 1_ 620
eiftlmtquk_ 32_ 4_ Dunes_ 1_ 179
lqgonclkod_ 47_ 3_ Plateau_ 0_ 633
evumxskqam_ 29_ 1_ Canyon_ 0_ 93
wreqxjbjvs_ 61_ 2_ Mountainous_ 0_ 173
vstlizywff_ 30_ 3_ Valley_ 0_ 755
stztdvckeh_ 56_ 2_ Dunes_ 1_ 853
ldukgpzmnm_ 54_ 1_ Plateau_ 0_ 862
wkjikupqxx_ 13_ 4_ Desert_ 1_ 932
efewixljst_ 60_ 3_ Hill_ 1_ 765
ztxzqyxlko_ 1_ 2_ Marsh_ 1_ 158
ocdscsbmoy_ 31_ 1_ Marsh_ 1_ 515
akmvziyejm_ 21_ 2_ Dunes_ 1_ 222
rojljcocjw_ 47_ 2_ Canyon_ 0_ 996
